Geneid	Chr	Start	End	Strand	Length	70aU	70bU	70ai	70bi	RAD50-3U	RAD50-4U	RAD50-3i	RAD50-4i
Tb427_020026600	Chr2_core_Tb427v10	627547	628233	+	687	0	0	0	0	0	0	0	0
Tb427_110063300	Chr11_core_Tb427v10	1617054	1617962	+	909	0	2	0	0	0	0	0	1
Tb427_000383900:pseudogene	Chr6_3A_Tb427v10	174439	175946	-	1508	0	0	0	0	0	0	0	0
Tb427_100058400	Chr10_core_Tb427v10	1353278	1354894	+	1617	0	6	6	0	0	16	2	2
Tb427_100058300	Chr10_core_Tb427v10	1352008	1352853	+	846	0	0	0	0	0	0	0	0
Tb427_050038600	Chr5_core_Tb427v10	1054515	1054859	-	345	0	0	0	0	0	5	1	2
Tb427_000518700	Chr8_5A_Tb427v10	574017	575192	+	1176	0	0	0	0	0	0	0	0
Tb427_000370700:pseudogene	Chr5_3B_Tb427v10	129804	131296	-	1493	0	0	0	0	0	0	0	0
Tb427_000676600:pseudogene	unitig_1903_Tb427v10	12616	12933	-	318	0	0	0	0	0	0	0	2
Tb427_000830500	unitig_317_Tb427v10	441	1289	+	849	0	0	0	0	0	0	0	0
Tb427_040018600	Chr4_core_Tb427v10	337368	339485	-	2118	2	0	0	0	0	20	0	0
Tb427_000619800:pseudogene	Chr9_5A_Tb427v10	114669	115592	+	924	0	0	0	0	0	0	0	0
Tb427_000857100	Chr6_3A_Tb427v10	506707	507783	-	1077	0	0	0	0	0	0	0	0
Tb427_000392000	Chr6_3A_Tb427v10	416156	417346	-	1191	0	0	0	0	0	0	6	0
Tb427_000139800	Chr11_3A_Tb427v10	922102	922623	-	522	0	0	0	0	0	0	0	0
Tb427_110077800	Chr11_core_Tb427v10	1997784	2000624	+	2841	78	3	0	0	0	4	0	4
Tb427_100120200	Chr10_core_Tb427v10	2757838	2759079	+	1242	212	69	22	26	50	40	14	24
Tb427_070025800	Chr7_core_Tb427v10	520311	521558	-	1248	0	2	0	0	2	0	0	0
Tb427_000242700:pseudogene	Chr1_3A_Tb427v10	2073972	2074440	-	469	0	0	0	0	0	0	0	0
Tb427_000027000:pseudogene	Chr10_3A_Tb427v10	58309	59168	-	860	0	0	0	0	0	0	0	0
Tb427_020007400	Chr2_core_Tb427v10	83210	84361	-	1152	0	0	2	0	0	0	0	0
Tb427_110083000	Chr11_core_Tb427v10	2122645	2124588	-	1944	37	4	0	0	5	31	5	4
Tb427_000474600	Chr7_5A_Tb427v10	612108	612632	+	525	0	0	0	0	0	0	0	0
Tb427_050014500	Chr5_core_Tb427v10	357208	358125	+	918	0	4	0	0	11	0	0	6
Tb427_000354800	Chr5_3A_Tb427v10	144353	145345	+	993	0	0	0	0	0	0	0	0
Tb427_000369700:pseudogene	Chr5_3B_Tb427v10	98003	99156	-	1154	0	0	0	0	0	0	0	0
Tb427_100100800	Chr10_core_Tb427v10	2312824	2314386	+	1563	0	0	0	0	0	0	6	0
Tb427_000637800	unitig_166_Tb427v10	29378	30964	-	1587	0	0	0	0	10	14	4	0
Tb427_080025800	Chr8_core_Tb427v10	559059	559121	+	63	0	0	0	0	0	0	0	0
Tb427_090019300	Chr9_core_Tb427v10	389900	392941	-	3042	10	75	12	6	30	68	12	14
Tb427_000059000	Chr10_3A_Tb427v10	1051172	1052656	+	1485	0	0	0	2	0	20	4	2
Tb427_000027100:pseudogene	Chr10_3A_Tb427v10	61598	63067	+	1470	0	0	1	0	32	8	24	51
Tb427_000016900:pseudogene	BES2_Tb427v10	29531	30304	+	774	0	0	0	0	1	0	2	0
Tb427_000395100:pseudogene	Chr6_3A_Tb427v10	503832	505109	-	1278	0	0	0	0	0	0	0	0
Tb427_000227800	Chr1_3A_Tb427v10	1606658	1607005	-	348	0	0	0	0	0	0	0	0
Tb427_110151500	Chr11_core_Tb427v10	3656182	3657030	-	849	0	0	0	0	0	0	0	0
Tb427_000591300:pseudogene	Chr9_3A_Tb427v10	1203169	1204794	-	1626	0	0	0	0	0	0	0	0
Tb427_000073200:pseudogene	Chr10_3A_Tb427v10	1551962	1552971	-	1010	0	0	0	0	0	0	0	0
Tb427_000039200:pseudogene	Chr10_3A_Tb427v10	446809	447155	-	347	0	0	0	0	0	0	0	0
Tb427_000703400:pseudogene	unitig_2078_Tb427v10	12302	12620	+	319	30	8	3	4	1	10	3	10
Tb427_030040000	Chr3_core_Tb427v10	898006	898365	+	360	3	32	12	29	54	91	34	11
Tb427_000857400	Chr6_3A_Tb427v10	694962	695834	-	873	0	0	0	0	14	0	3	13
Tb427_000631000:pseudogene	Tb427VSG-2075_unitig_Tb427v10	6373	7263	+	891	0	0	0	0	0	0	0	0
Tb427_080015600	Chr8_core_Tb427v10	323132	323250	-	119	0	0	0	0	0	0	0	0
Tb427_080007400	Chr8_core_Tb427v10	65804	66286	-	483	0	20	0	7	14	0	0	0
Tb427_000798500	unitig_2611_Tb427v10	795	1121	+	327	0	0	0	0	0	0	0	0
Tb427_080021500	Chr8_core_Tb427v10	477737	479587	-	1851	73	120	53	22	117	89	22	63
Tb427_060007100:pseudogene	Chr6_core_Tb427v10	70396	73953	-	3558	16	2	0	8	6	3	10	0
Tb427_110155100	Chr11_core_Tb427v10	3732347	3735991	+	3645	0	10	2	0	0	0	2	2
Tb427_080068100	Chr8_core_Tb427v10	1700543	1701343	+	801	0	9	2	0	7	0	2	1
Tb427_000215700:pseudogene	Chr1_3A_Tb427v10	1216612	1217340	+	729	0	0	0	0	0	0	0	0
Tb427_000350000	Chr5_3A_Tb427v10	23253	24266	-	1014	0	0	0	0	0	6	109	288
Tb427_040033600	Chr4_core_Tb427v10	742655	743914	+	1260	0	18	10	2	14	0	7	6
Tb427_000059800	Chr10_3A_Tb427v10	1099076	1100596	+	1521	0	0	0	0	0	0	0	0
Tb427_000014800	BES1_Tb427v10	40387	41124	+	738	53	141	43	21	87	100	22	72
Tb427_000210300	Chr1_3A_Tb427v10	1057264	1058811	-	1548	0	0	0	0	0	0	0	0
Tb427_070012300	Chr7_core_Tb427v10	193329	193865	-	537	0	0	0	0	12	0	2	6
Tb427_030030400	Chr3_core_Tb427v10	652605	653474	-	870	0	0	0	0	0	0	0	0
Tb427_100154500	Chr10_core_Tb427v10	3578084	3579241	-	1158	0	10	2	0	2	10	4	8
Tb427_000369100	Chr5_3B_Tb427v10	72864	74321	-	1458	6	16	2	1	142	56	191	272
Tb427_090088300	Chr9_core_Tb427v10	2046186	2047112	+	927	0	10	13	2	40	13	16	6
Tb427_000728600	unitig_2189_Tb427v10	16111	19911	+	3801	24	28	4	0	6	18	2	10
Tb427_080026400	Chr8_core_Tb427v10	565552	566256	+	705	0	2	0	0	2	1	0	0
Tb427_000493600	Chr8_3A_Tb427v10	300307	301605	+	1299	0	0	0	0	0	0	0	0
Tb427_110100100	Chr11_core_Tb427v10	2544392	2550028	+	5637	0	0	0	0	0	0	0	0
Tb427_000401500:pseudogene	Chr6_3A_Tb427v10	722014	722597	-	584	0	0	0	0	0	0	0	0
Tb427_000453500	Chr6_3B_Tb427v10	1060577	1061626	-	1050	0	0	0	0	0	0	0	0
Tb427_030042900	Chr3_core_Tb427v10	987033	987242	+	210	0	0	0	0	0	0	0	0
Tb427_090079400	Chr9_core_Tb427v10	1802705	1803721	-	1017	0	0	0	0	0	0	0	0
Tb427_000680800:pseudogene	unitig_1910_Tb427v10	9700	10286	-	587	1	2	0	0	13	0	3	2
Tb427_000072500	Chr10_3A_Tb427v10	1528065	1528508	+	444	0	0	0	0	0	0	0	0
Tb427_070053600	Chr7_core_Tb427v10	1264680	1264991	-	312	0	0	0	0	0	0	0	3
Tb427_050019300	Chr5_core_Tb427v10	489277	490572	-	1296	16	22	4	12	28	16	4	14
Tb427_080065500	Chr8_core_Tb427v10	1644963	1645463	+	501	0	0	0	0	0	0	0	2
Tb427_000351600:pseudogene	Chr5_3A_Tb427v10	67573	68906	-	1334	0	0	0	0	0	0	0	0
Tb427_000658500	unitig_1858_Tb427v10	20963	22459	+	1497	0	0	0	0	0	2	0	0
Tb427_100140000	Chr10_core_Tb427v10	3241536	3242774	-	1239	0	6	0	6	6	0	2	0
Tb427_080012600	Chr8_core_Tb427v10	253541	256645	-	3105	0	0	2	0	0	2	0	10
Tb427_110175000	Chr11_core_Tb427v10	4222858	4224045	-	1188	0	0	0	0	0	0	0	0
Tb427_000080300	Chr10_3B_Tb427v10	163559	165043	-	1485	0	0	0	0	24	18	99	93
Tb427_080083400	Chr8_core_Tb427v10	2106091	2107284	+	1194	0	0	0	0	0	0	0	0
Tb427_100023900	Chr10_core_Tb427v10	473553	476174	+	2622	35	26	0	2	0	13	0	0
Tb427_000118000:pseudogene	Chr11_3A_Tb427v10	258550	259046	+	497	0	0	0	0	0	0	0	0
Tb427_000063200	Chr10_3A_Tb427v10	1218179	1219744	+	1566	0	0	430	771	0	0	1137	517
Tb427_000826900	unitig_313_Tb427v10	4946	5272	+	327	0	0	0	0	0	0	0	0
Tb427_090059100	Chr9_core_Tb427v10	1339859	1346581	-	6723	0	4	2	0	0	6	0	4
Tb427_000725400:pseudogene	unitig_2174_Tb427v10	300	1719	+	1420	1	0	0	0	0	0	0	0
Tb427_040021000	Chr4_core_Tb427v10	389127	390407	-	1281	0	2	4	0	16	20	0	12
Tb427_090040300	Chr9_core_Tb427v10	907198	912270	+	5073	18	62	0	0	70	48	14	4
Tb427_000527700	Chr8_5B_Tb427v10	110004	110360	+	357	0	0	0	0	0	0	0	0
Tb427_000460600:pseudogene	Chr7_5A_Tb427v10	217214	218567	+	1354	0	0	0	0	0	0	0	0
Tb427_080080800	Chr8_core_Tb427v10	2037248	2037868	+	621	0	0	0	0	0	2	0	8
Tb427_000393600	Chr6_3A_Tb427v10	462613	463011	-	399	0	0	0	0	0	0	0	0
Tb427_110007700	Chr11_core_Tb427v10	61521	64088	-	2568	0	26	2	0	20	6	2	6
Tb427_030024500	Chr3_core_Tb427v10	498365	498745	+	381	0	0	5	0	0	0	0	0
Tb427_000351300:pseudogene	Chr5_3A_Tb427v10	60237	61730	-	1494	0	0	0	0	0	0	0	0
Tb427_000165400	Chr11_3B_Tb427v10	650979	652055	+	1077	0	0	0	0	0	0	0	0
Tb427_000741100	unitig_2222_Tb427v10	16229	18700	+	2472	19	24	24	2	14	18	14	10
Tb427_080059400	Chr8_core_Tb427v10	1486091	1488916	-	2826	0	0	0	0	0	0	0	0
Tb427_000394000:pseudogene	Chr6_3A_Tb427v10	469366	470261	-	896	0	0	0	0	0	0	0	0
Tb427_110183300	Chr11_core_Tb427v10	4432604	4434301	-	1698	0	2	0	0	0	0	0	0
Tb427_000230200	Chr1_3A_Tb427v10	1678044	1678619	-	576	0	0	0	0	0	0	0	0
Tb427_000244600:pseudogene	Chr1_3A_Tb427v10	2126020	2127746	-	1727	0	0	0	0	0	0	0	0
Tb427_000675800:pseudogene	unitig_1902_Tb427v10	28109	28453	-	345	0	0	0	0	0	0	0	0
Tb427_000388300:pseudogene	Chr6_3A_Tb427v10	313455	315057	-	1603	0	0	0	0	0	0	2	0
Tb427_000548800	Chr8_5B_Tb427v10	785647	786555	-	909	0	0	0	0	0	0	0	0
Tb427_000640500	unitig_166_Tb427v10	135618	139964	+	4347	8	6	0	0	0	4	0	6
Tb427_000775700	unitig_2474_Tb427v10	361	4678	+	4318	13	13	6	6	6	0	4	2
Tb427_000280300:pseudogene	Chr2_5A_Tb427v10	65465	66335	+	871	0	0	0	0	0	0	0	0
Tb427_100142500	Chr10_core_Tb427v10	3288884	3289705	-	822	0	0	0	0	0	2	0	0
Tb427_000050100:pseudogene	Chr10_3A_Tb427v10	767460	769057	+	1598	0	0	0	0	0	0	0	0
Tb427_110166200	Chr11_core_Tb427v10	4002002	4003231	-	1230	148	23	0	2	8	45	0	13
Tb427_000260300:pseudogene	Chr1_3B_Tb427v10	475326	476665	-	1340	0	0	0	0	0	0	0	2
Tb427_000022000:pseudogene	BES5_Tb427v10	65	973	+	909	0	0	0	0	0	0	0	0
Tb427_100026100	Chr10_core_Tb427v10	516842	517669	+	828	0	6	3	2	0	18	0	0
Tb427_000754100	unitig_2313_Tb427v10	27521	28114	-	594	0	0	0	0	0	0	0	0
Tb427_070006000	Chr7_core_Tb427v10	30772	31083	+	312	0	0	0	0	2	6	0	0
Tb427_000751200:pseudogene	unitig_228_Tb427v10	16889	17396	+	508	0	0	0	0	0	0	0	0
Tb427_110170100	Chr11_core_Tb427v10	4104217	4105347	-	1131	8	13	0	4	0	18	2	0
Tb427_110149600	Chr11_core_Tb427v10	3607929	3609611	-	1683	0	0	0	0	0	0	1	0
Tb427_100127900	Chr10_core_Tb427v10	2927841	2928710	+	870	0	6	0	0	0	4	0	0
Tb427_000025700	Chr10_3A_Tb427v10	134	1957	-	1824	0	0	0	0	0	0	0	0
Tb427_100056600	Chr10_core_Tb427v10	1290036	1292003	+	1968	0	6	0	2	14	14	12	2
Tb427_000361700:pseudogene	Chr5_3A_Tb427v10	367615	368491	-	877	0	0	0	0	0	0	0	0
Tb427_000840300	unitig_52_Tb427v10	24165	25607	-	1443	0	8	5	8	13	15	12	11
Tb427_000506200:pseudogene	Chr8_5A_Tb427v10	190714	191585	+	872	0	0	0	0	0	0	0	0
Tb427_000444200	Chr6_3B_Tb427v10	762906	763805	-	900	0	0	0	0	0	0	0	0
Tb427_000183500:pseudogene	Chr1_3A_Tb427v10	270834	272178	-	1345	0	0	0	0	0	0	0	0
Tb427_000590000	Chr9_3A_Tb427v10	1167740	1168489	-	750	0	0	0	0	0	0	0	0
Tb427_000200300:pseudogene	Chr1_3A_Tb427v10	755563	755876	-	314	0	0	0	0	0	0	0	0
Tb427_000120200:pseudogene	Chr11_3A_Tb427v10	315617	317168	+	1552	0	0	0	0	0	0	0	0
Tb427_030016400	Chr3_core_Tb427v10	315390	318473	-	3084	0	0	0	4	0	0	0	0
Tb427_000513100	Chr8_5A_Tb427v10	382784	383131	+	348	0	0	0	0	0	0	0	0
Tb427_000723500:pseudogene	unitig_2169_Tb427v10	19592	19947	+	356	0	0	0	0	0	0	0	0
Tb427_040026100	Chr4_core_Tb427v10	534411	535373	+	963	0	0	0	0	0	0	0	0
Tb427_000187500:pseudogene	Chr1_3A_Tb427v10	382011	382841	-	831	0	0	0	0	0	0	0	0
Tb427_010017400	Chr1_core_Tb427v10	381471	382826	+	1356	4	48	5	8	18	10	13	4
Tb427_000152800:pseudogene	Chr11_3B_Tb427v10	247866	248487	+	622	0	0	0	0	0	0	0	0
Tb427_000011400:pseudogene	BES15_Tb427v10	40289	40647	+	359	1	0	0	0	0	0	0	0
Tb427_000785900:pseudogene	unitig_2501_Tb427v10	23897	25605	-	1709	0	0	0	0	0	0	0	0
Tb427_080040000	Chr8_core_Tb427v10	916613	916684	+	72	0	0	0	0	0	0	0	0
Tb427_040010200	Chr4_core_Tb427v10	154263	154553	-	291	0	0	0	0	0	0	0	0
Tb427_060027400	Chr6_core_Tb427v10	601272	601700	+	429	0	0	0	0	0	0	0	0
Tb427_000194800:pseudogene	Chr1_3A_Tb427v10	617128	618666	-	1539	0	0	0	0	0	0	0	0
Tb427_110017900	Chr11_core_Tb427v10	359447	362917	+	3471	68	25	0	4	9	39	2	2
Tb427_020027300	Chr2_core_Tb427v10	638186	638560	+	375	0	0	0	0	0	0	0	0
Tb427_100128500	Chr10_core_Tb427v10	2943040	2943393	+	354	0	2	0	0	0	0	0	0
Tb427_000782100	unitig_2491_Tb427v10	10712	12205	+	1494	0	0	0	0	1	0	0	0
Tb427_000081800	Chr10_3B_Tb427v10	198503	199108	-	606	0	0	0	0	0	0	0	0
Tb427_050020400	Chr5_core_Tb427v10	511037	512023	-	987	0	7	0	0	0	0	2	0
Tb427_110180600	Chr11_core_Tb427v10	4351494	4353326	-	1833	0	0	0	0	4	3	0	0
Tb427_000781900	unitig_2491_Tb427v10	2216	3184	+	969	0	0	0	0	3	4	0	0
Tb427_020005500	Chr2_core_Tb427v10	27748	30036	+	2289	25	18	2	0	0	14	6	8
Tb427_000341000:pseudogene	Chr4_3B_Tb427v10	183844	184563	+	720	0	0	0	0	0	0	0	0
Tb427_050006600:pseudogene	Chr5_core_Tb427v10	67520	68106	+	587	79	31	0	2	20	19	2	6
Tb427_000651400:pseudogene	unitig_1845_1846_Tb427v10	31979	32656	-	678	0	0	0	0	0	0	0	0
Tb427_000742100:pseudogene	unitig_2222_Tb427v10	51716	53565	+	1850	0	0	0	0	0	0	0	0
Tb427_020014700	Chr2_core_Tb427v10	309330	310640	+	1311	23	8	2	2	4	16	0	5
Tb427_000482800:pseudogene	Chr7_5A_Tb427v10	830750	831388	+	639	0	0	0	0	0	0	0	0
Tb427_070045200	Chr7_core_Tb427v10	1045349	1048063	+	2715	0	2	0	0	0	0	0	0
Tb427_000163500:pseudogene	Chr11_3B_Tb427v10	592880	594259	-	1380	0	0	0	0	0	0	0	0
Tb427_060022200	Chr6_core_Tb427v10	498109	498171	-	63	0	0	0	0	1	0	0	0
Tb427_070082500	Chr7_core_Tb427v10	2162821	2163885	+	1065	0	3	0	0	0	0	0	0
Tb427_060042700	Chr6_core_Tb427v10	1000500	1001126	-	627	0	0	0	0	0	0	0	0
Tb427_000353200:pseudogene	Chr5_3A_Tb427v10	110867	112414	-	1548	0	0	0	0	0	0	0	0
Tb427_000379800:pseudogene	Chr6_3A_Tb427v10	42483	43979	-	1497	0	0	0	0	0	0	0	0
Tb427_030012000	Chr3_core_Tb427v10	188675	191521	+	2847	0	0	0	0	0	0	0	0
Tb427_110030200	Chr11_core_Tb427v10	705685	707928	-	2244	0	45	13	0	39	16	18	24
Tb427_000568500:pseudogene	Chr9_3A_Tb427v10	533996	534886	-	891	0	0	0	0	0	0	0	0
Tb427_110052200	Chr11_core_Tb427v10	1325391	1326389	+	999	0	16	2	0	23	6	2	10
Tb427_050052500	Chr5_core_Tb427v10	1388251	1388670	-	420	0	0	0	0	0	0	0	0
Tb427_000036100:pseudogene	Chr10_3A_Tb427v10	357097	357882	-	786	0	0	0	0	0	0	2	0
Tb427_000053100:pseudogene	Chr10_3A_Tb427v10	859084	860374	+	1291	0	0	0	0	0	0	0	0
Tb427_000279200	Chr2_5A_Tb427v10	34605	35954	+	1350	0	0	0	0	0	0	0	0
Tb427_000491000:pseudogene	Chr8_3A_Tb427v10	218117	219620	+	1504	0	0	0	0	0	0	0	0
Tb427_000300500:pseudogene	Chr3_5A_Tb427v10	378597	379460	+	864	0	0	1	0	0	0	1	0
Tb427_030053200:pseudogene	Chr3_core_Tb427v10	1265347	1267000	+	1654	0	0	4	2	0	17	4	10
Tb427_000078900:pseudogene	Chr10_3B_Tb427v10	120046	121366	+	1321	0	4	2	0	27	73	12	26
Tb427_040032000	Chr4_core_Tb427v10	706531	709407	+	2877	0	12	0	0	0	26	0	0
Tb427_100154300	Chr10_core_Tb427v10	3572501	3573301	-	801	0	0	0	0	0	0	0	0
Tb427_080078600	Chr8_core_Tb427v10	1960730	1961554	+	825	0	0	0	0	0	0	0	0
Tb427_100014200	Chr10_core_Tb427v10	233422	234885	+	1464	0	2	0	0	6	8	0	2
Tb427_040041400	Chr4_core_Tb427v10	929237	930598	-	1362	0	18	0	0	0	0	0	0
Tb427_000680900	unitig_1910_Tb427v10	10776	11237	+	462	0	0	0	2	0	0	0	0
Tb427_090028700	Chr9_core_Tb427v10	613763	614920	+	1158	0	0	2	0	0	0	1	0
Tb427_080052400	Chr8_core_Tb427v10	1271781	1273157	-	1377	55	33	2	6	25	12	2	19
Tb427_100006900	Chr10_core_Tb427v10	27146	28684	+	1539	0	24	0	0	12	0	2	0
Tb427_030014400	Chr3_core_Tb427v10	256778	258079	+	1302	206	162	25	22	81	34	41	32
Tb427_000198200	Chr1_3A_Tb427v10	700688	702268	+	1581	0	0	0	0	0	0	0	0
Tb427_100034600	Chr10_core_Tb427v10	748645	751002	+	2358	81	37	14	22	28	64	22	36
Tb427_040031900	Chr4_core_Tb427v10	705228	706214	+	987	0	25	0	0	8	7	6	0
Tb427_000435900:pseudogene	Chr6_3B_Tb427v10	486735	487606	-	872	0	0	0	0	0	0	0	0
Tb427_030006300	Chr3_core_Tb427v10	45910	47046	-	1137	0	0	0	0	0	0	0	2
Tb427_010023000	Chr1_core_Tb427v10	512589	513254	+	666	0	0	0	0	0	0	0	0
Tb427_000787600:pseudogene	unitig_252_Tb427v10	421	1307	+	887	0	0	0	0	0	0	0	0
Tb427_030036900	Chr3_core_Tb427v10	833247	833681	-	435	4	0	0	0	0	3	1	4
Tb427_000557600:pseudogene	Chr9_3A_Tb427v10	237442	238973	-	1532	0	0	0	0	0	0	0	0
Tb427_000348700	Chr4_5B_Tb427v10	37639	39312	-	1674	10	6	1	1	0	2	3	5
Tb427_100047400	Chr10_core_Tb427v10	1103830	1104717	+	888	0	0	0	0	0	0	0	4
Tb427_000039600:pseudogene	Chr10_3A_Tb427v10	458073	459506	-	1434	0	0	0	0	0	0	0	0
Tb427_000798200:pseudogene	unitig_2610_Tb427v10	25583	26047	+	465	0	0	0	0	0	0	0	0
Tb427_000657000:pseudogene	unitig_1853_Tb427v10	84086	85769	-	1684	2	0	0	0	0	0	0	0
Tb427_000201600:pseudogene	Chr1_3A_Tb427v10	796355	797225	-	871	0	0	0	0	0	0	0	0
Tb427_110188800	Chr11_core_Tb427v10	4591667	4592731	-	1065	0	0	0	0	8	2	0	0
Tb427_070062000	Chr7_core_Tb427v10	1517571	1518860	+	1290	0	1	0	0	0	0	0	0
Tb427_090054700	Chr9_core_Tb427v10	1248469	1249221	-	753	0	7	0	1	3	0	0	0
Tb427_050051300	Chr5_core_Tb427v10	1367413	1367820	-	408	19	88	13	11	35	37	14	19
Tb427_070027600	Chr7_core_Tb427v10	571319	574930	-	3612	0	14	2	2	8	0	0	0
Tb427_040048000	Chr4_core_Tb427v10	1134121	1139400	-	5280	0	0	0	0	0	0	0	0
Tb427_000706500	unitig_2081_Tb427v10	21187	24345	-	3159	0	0	0	0	0	0	0	0
Tb427_000124700	Chr11_3A_Tb427v10	466567	466953	+	387	0	0	0	0	0	0	0	0
Tb427_000792300:pseudogene	unitig_2569_Tb427v10	188	3244	+	3057	0	0	0	0	0	0	0	0
Tb427_000121700	Chr11_3A_Tb427v10	356767	357486	+	720	0	0	0	0	0	0	0	0
Tb427_100094100	Chr10_core_Tb427v10	2150941	2152530	+	1590	16	18	8	3	34	20	15	14
Tb427_000653800:pseudogene	unitig_1852_Tb427v10	51092	51465	+	374	0	0	0	0	0	0	0	0
Tb427_030017500	Chr3_core_Tb427v10	338160	338549	-	390	0	0	0	0	0	0	2	0
Tb427_060016000	Chr6_core_Tb427v10	365286	365606	-	321	0	6	0	0	1	0	0	0
Tb427_110151100	Chr11_core_Tb427v10	3643246	3643785	-	540	0	0	0	0	0	0	0	0
Tb427_000538800:pseudogene	Chr8_5B_Tb427v10	444306	445181	+	876	0	0	0	0	0	0	0	0
Tb427_080053400	Chr8_core_Tb427v10	1313880	1314716	-	837	0	0	0	0	0	9	0	0
Tb427_060024800	Chr6_core_Tb427v10	550963	551604	-	642	0	0	0	0	0	0	0	0
Tb427_000705800:pseudogene	unitig_2081_Tb427v10	4207	4525	+	319	0	0	3	0	0	0	2	0
Tb427_000537400:pseudogene	Chr8_5B_Tb427v10	408908	410335	+	1428	0	0	0	0	0	0	0	0
Tb427_000585600:pseudogene	Chr9_3A_Tb427v10	1041175	1042176	+	1002	0	0	0	0	0	0	0	0
Tb427_000085400	Chr10_3B_Tb427v10	312315	313679	+	1365	0	0	0	0	0	0	0	0
Tb427_080024400	Chr8_core_Tb427v10	530281	531819	+	1539	0	0	0	0	0	0	0	2
Tb427_000259800:pseudogene	Chr1_3B_Tb427v10	460106	461501	-	1396	0	0	0	0	0	0	0	0
Tb427_100165200	Chr10_core_Tb427v10	3855078	3862346	+	7269	0	0	0	0	0	4	0	0
Tb427_040010000	Chr4_core_Tb427v10	150392	151843	-	1452	59	31	8	4	6	26	5	16
Tb427_040007500	Chr4_core_Tb427v10	72446	85144	-	12699	60	62	16	9	79	16	8	20
Tb427_000486100:pseudogene	Chr8_3A_Tb427v10	58841	59104	+	264	0	0	0	0	0	0	0	0
Tb427_050032900	Chr5_core_Tb427v10	902574	904136	+	1563	0	0	0	0	0	0	0	4
Tb427_030011100	Chr3_core_Tb427v10	160657	161829	+	1173	0	0	0	0	0	0	0	0
Tb427_100117500	Chr10_core_Tb427v10	2688448	2690760	-	2313	0	0	0	0	0	0	0	0
Tb427_000401300:pseudogene	Chr6_3A_Tb427v10	716906	718332	-	1427	0	0	0	0	0	0	0	0
Tb427_000770200	unitig_2455_Tb427v10	25808	26134	-	327	0	0	0	0	0	0	0	0
Tb427_080064100	Chr8_core_Tb427v10	1616681	1617055	+	375	0	0	2	0	0	4	2	1
Tb427_100118000	Chr10_core_Tb427v10	2705656	2707710	-	2055	0	0	0	0	0	0	0	0
Tb427_000104200	Chr10_3B_Tb427v10	892466	893962	-	1497	0	0	0	0	0	0	0	0
Tb427_000188900	Chr1_3A_Tb427v10	443708	445102	-	1395	0	0	0	0	0	0	0	0
Tb427_110172100	Chr11_core_Tb427v10	4143202	4143597	-	396	0	2	0	0	0	0	0	0
Tb427_080060600	Chr8_core_Tb427v10	1519065	1519619	+	555	0	0	0	0	0	0	0	0
Tb427_080052300	Chr8_core_Tb427v10	1268809	1270185	-	1377	38	34	8	2	20	28	9	23
Tb427_000803900:pseudogene	unitig_2702_Tb427v10	6421	7386	-	966	96	46	4	18	22	7	2	16
Tb427_000362000:pseudogene	Chr5_3A_Tb427v10	371947	372642	-	696	0	0	0	0	0	0	0	0
Tb427_060007800	Chr6_core_Tb427v10	104065	105078	-	1014	0	0	0	0	0	0	0	0
Tb427_020009400	Chr2_core_Tb427v10	156406	160605	-	4200	0	45	4	11	26	22	13	6
Tb427_000804900	unitig_271_Tb427v10	7781	11692	+	3912	0	0	0	0	0	0	0	0
Tb427_040029300	Chr4_core_Tb427v10	632894	635029	+	2136	0	0	0	0	0	0	0	0
Tb427_110119900	Chr11_core_Tb427v10	2817037	2817969	+	933	0	0	0	0	0	0	0	0
Tb427_000440300	Chr6_3B_Tb427v10	658462	659916	-	1455	0	0	0	0	0	0	0	0
Tb427_000295700:pseudogene	Chr3_5A_Tb427v10	220167	221757	+	1591	0	0	0	0	0	0	46	31
Tb427_000218000:pseudogene	Chr1_3A_Tb427v10	1295511	1296039	-	529	0	0	0	0	0	7	6	11
Tb427_000101900:pseudogene	Chr10_3B_Tb427v10	823288	824625	-	1338	0	0	0	0	0	0	0	0
Tb427_050030800	Chr5_core_Tb427v10	836022	839555	+	3534	83	39	13	6	26	6	4	16
Tb427_100056500	Chr10_core_Tb427v10	1281846	1286954	+	5109	0	0	0	0	0	0	0	2
Tb427_000139000	Chr11_3A_Tb427v10	899258	900718	-	1461	0	0	0	0	0	0	0	0
Tb427_000193600	Chr1_3A_Tb427v10	579066	579905	-	840	0	0	0	0	0	0	0	0
Tb427_000175700	Chr1_3A_Tb427v10	21414	23900	+	2487	0	0	0	0	0	2	2	0
Tb427_000363000:pseudogene	Chr5_3A_Tb427v10	402534	404014	-	1481	0	0	0	0	0	0	2	4
Tb427_080056000	Chr8_core_Tb427v10	1384568	1384960	+	393	0	0	0	0	9	6	6	10
Tb427_050046600:pseudogene	Chr5_core_Tb427v10	1288668	1289088	-	421	0	0	0	0	0	0	0	0
Tb427_000149600:pseudogene	Chr11_3B_Tb427v10	162089	163612	-	1524	0	0	0	0	18	34	10	20
Tb427_000369300:pseudogene	Chr5_3B_Tb427v10	89097	92174	-	3078	0	0	0	0	0	0	0	0
Tb427_000326600:pseudogene	Chr4_3A_Tb427v10	670433	671661	-	1229	0	0	0	0	0	0	0	0
Tb427_030050300	Chr3_core_Tb427v10	1191518	1192759	-	1242	0	14	0	0	0	0	10	7
